author_id,title,content,publication_date,url,category_id,sourse_id,sourse_type
Redacción UH,"Garantizan legalización de terrenos a familias de la comunidad Emmanuel, San Martín","El Gobierno de la República, continúa garantizando el derecho a una vivienda digna a cientos de familias salvadoreñas, que por casi 15 años, lucharon para que administraciones anteriores escucharan sus peticiones sobre la legalización de sus terrenos en la comunidad Emmanuel de San Martín. “Ningún gobierno del pasado les dio una respuesta ante sus necesidades. Es triste saber que han pasado 14 años en los cuales tocaron puertas, que alcaldes les prometieron su legalización pero que al final no fueron apoyados por falta de voluntad política”, expresó la ministra de Vivienda, Michelle Sol, durante el evento de rendición de avances del proceso de legalización. El proceso de legalización se encuentra en etapa técnica, siendo aprobado el plano de distribución con los lotes, proyecto que beneficiará a 251 familias a quienes les entregarán sus títulos de propiedad, garantizándoles la seguridad jurídica que por años esperaron. “Ningún gobierno del pasado les dio una respuesta ante sus necesidades.  Es triste saber que han pasado 14 años en los cuales tocaron puertas, que alcaldes les prometieron su legalización pero que al final no fueron apoyados por falta de voluntad política”, Ministra @misol140. pic.twitter.com/FwRVMisLPf— Ministerio de Vivienda – FONAVIPO (@ViviendaSV) 12 de enero de 2024 ",2024-01-12 18:57:00,https://ultimahora.sv/garantizan-legalizacion-de-terrenos-a-familias-de-la-comunidad-emmanuel-san-martin/,NacionalesportadaPortada,Última Hora SV,Web Page
Redacción UH,Gobierno logra erradicar motines y masacres en cárceles de El Salvador,"Desde el inicio de la gestión presidencial de Nayib Bukele, el Gobierno ha logrado controlar el sistema penitenciario del país, erradicando los motines y masacres en cárceles, como ocurría en el pasado.  «Desde el inicio del Plan Control Territorial tomamos el control de las cárceles y hasta este día no hemos tenido ningún amotinamiento, ni ningún conato de violencia por riñas dentro de los penales y eso es algo a destacar porque antes era el día a día», afirmó el director de Centros Penales, Osiris Luna.  Sin embargo, en los gobiernos de ARENA y FMLN, las estructuras criminales controlaban las cárceles, las convirtieron en santuario de pandillas, y desde su interior ordenaban matanzas de salvadoreños honrados, y al interior de los recintos, también se registraban masacres y amotinamientos.   #DePaís Gestión Bukele erradicó los amotinamientos y las masacres en las cárceles del paísEstos hechos sangrientos fueron característicos en los gobiernos de @ARENAOFICIAL y #FMLN, gestiones que entregaron las prisiones a las maras. ⬇https://t.co/3crh9ccgvM— Diario El Salvador (@elsalvador) 12 de enero de 2024 ",2024-01-12 09:45:00,https://ultimahora.sv/gobierno-logra-erradicar-motines-y-masacres-en-carceles-de-el-salvador/,Lo ÚltimoSeguridad ciudadana,Última Hora SV,Web Page
Redacción UH,DOM inicia segundo proyecto de recuperación vial en El Paisnal,"La Dirección de Obras Municipales (DOM) ha iniciado su segundo proyecto de recuperación vial en El Paisnal, de San Salvador, a través del Plan Nacional de Bacheo, que solo en este lugar beneficiará a 2,700 habitantes.  «Los trabajos de renovación de 1.5 kilómetros lineales, de superficie de adoquín, se realizan sobre la calle El Calvario frente al Centro Escolar 1ro. de Julio de 1823 y la calle Dimas Rodríguez, vías ubicadas en los barrios El Calvario y San José», informó la institución.  Estas calles están en mal estado como herencia que dejaron las administraciones anteriores, pero esto, dentro de muy poco cambiará con nuevas y modernas calles que brindarán a la ciudadanía seguridad vial y desarrollo.  Más vías para el desarrollo de El Paisnal gracias al #PlanNacionalDeBacheo.😃Hoy iniciaremos a transformar las calles de adoquín #EnLaDirecciónCorrecta.👇 pic.twitter.com/YY6ntJOnjD— Dirección de Obras Municipales (@ObraMunicipal) 11 de enero de 2024 ",2024-01-12 08:37:00,https://ultimahora.sv/dom-inicia-segundo-proyecto-de-recuperacion-vial-en-el-paisnal/,Lo Últimoportada,Última Hora SV,Web Page
Redacción UH,"El Salvador logra reducción sostenida en la inflación, durante 16 meses","Desde agosto de 2022 hasta diciembre de 2023, El Salvador ha logrado mantener una reducción sostenida de la inflación, según datos del Banco Central de Reserva (BCR), como resultado de las estrategias ejecutadas por el Gobierno.  «El Salvador cierra el año 2023, con una tasa interanual de 1.23 %, siendo este el décimo sexto mes consecutivo que presenta bajas, como resultado de la eliminación de los aranceles en algunos de los productos de la canasta básica, verificaciones constantes en la cadena de comercialización de alimentos y la reducción en los precios de los combustibles», expresó el presidente de la Defensoría del Consumidor, Ricardo Salazar.  Según datos del BCR, El Salvador se encuentra entre los 4 países de Latinoamérica, menos afectados por el fenómeno inflacionario, producto del conflicto entre Ucrania y Rusia, así como otro aspectos externos que incide en la economía mundial.   #DeDinero La inflación de El Salvador acumuló una reducción sostenida durante 16 mesesEntre tanto, Honduras y Guatemala registran indicadores de 5.19 % y 4.18 %, respectivamente, y en el caso de Nicaragua no se encontraron datos hasta la fecha. https://t.co/g1DykxypmK— Diario El Salvador (@elsalvador) 12 de enero de 2024 ",2024-01-12 08:00:00,https://ultimahora.sv/el-salvador-logra-reduccion-sostenida-en-la-inflacion-durante-16-meses/,Lo Últimoportada,Última Hora SV,Web Page
Redacción UH,Gobierno inicia amplio operativo de verificación de precios en centros de abastos,"El Gobierno a través de la Defensoría del Consumidor, con el apoyo de personal del Ministerio de Hacienda, la Policía Nacional Civil (PNC) y el Ministerio de Agricultura, ha iniciado hoy, un amplio operativo de verificación de precios y garantizar el abastecimiento de alimentos en todo el país.  «Hago un llamado al sector privado a adoptar prácticas comerciales respetuosas de los derechos e intereses de los consumidores, erradicar prácticas ilegales, poco éticas, discriminatorias o engañosas», sostuvo esta mañana, el presidente de la Defensoría del Consumidor, Ricardo Salazar.  El objetivo es evitar abusos en contra de las familias salvadoreñas y sancionar a los comerciantes que especulan precios o acaparan alimentos, afectando la economía de la gente trabajadora y honrada.   El Gobierno del Presidente @nayibbukele, a través de la Defensoría del Consumidor (DC) en articulación con los ministerios de @HaciendaSV, @AgriculturaSV, @EconomiaSV, con apoyo de la @PNCSV, activó este viernes una serie de operativos de inspección a nivel nacional para… pic.twitter.com/4DMuSQcQ8x— Defensoría del Consumidor 🇸🇻 (@Defensoria_910) 12 de enero de 2024 ",2024-01-12 07:41:00,https://ultimahora.sv/gobierno-inicia-amplio-operativo-de-verificacion-de-precios-en-centros-de-abastos/,Lo Últimoportada,Última Hora SV,Web Page
Redacción UH,"DOM inicia restauración vial en Huizúcar, La Libertad","La Dirección de Obras Municipales (DOM) anunció el inicio de la rehabilitación de calles urbanas en Huizúcar, La Libertad, como parte del Plan Nacional de Bacheo. La avenida Santos Guzmán y la calle Huizúcar, hogar de más de 14,500 habitantes, experimentarán una transformación con la demolición de aproximadamente 2,200 metros cuadrados de asfalto, sustituyéndolo por una capa de mayor calidad.  Además, se realizarán trabajos de nivelación y reparación de pozos, cajas de tragantes, cordones, cordones cuneta y badenes. Este proyecto integral incluirá la reorientación y reparación de tuberías de agua potable y aguas negras. ",2024-01-11 14:07:00,https://ultimahora.sv/dom-inicia-restauracion-vial-en-huizucar-la-libertad/,Lo últimoportada,Última Hora SV,Web Page
Redacción UH,Más del 90% de los salvadoreños afirmó sentirse seguros en 2023,"Según una encuesta pública del IUDOP de la UCA, el 91.5% de los salvadoreños afirmaron sentirse en un ambiente seguro en 2023, a través de la implementación del Régimen de Excepción y el Plan Control Territorial. Cabe destacar que Omar Serrano, vicerrector de Proyección Social de la UCA, señaló que la población valora especialmente la política de seguridad y el Régimen de Excepción.  Además, la directora del IUDOP-UCA, Laura Andrade, detalló que el 80.5% de la población considera que la situación mejoró en comparación con el 2022, destacando la política de seguridad como el principal logro del Gobierno. ",2024-01-11 11:54:00,https://ultimahora.sv/mas-del-90-de-los-salvadorenos-afirmo-sentirse-seguros-en-2023/,Lo últimoportada,Última Hora SV,Web Page
Redacción UH,Diputado de ARENA amenaza con prisión a funcionarios del Gobierno,"Durante la plenaria del martes, el diputado de ARENA, César Reyes, hizo declaraciones amenazando con cárcel a los diputados de la Asamblea Legislativa y demás funcionarios del Gobierno del Presidente Nayib Bukele, al momento de la discusión sobre la extensión del Régimen de Excepción. «Solo les dejo un recordatorio, cuando se acaba el poder se abren las puertas de las cárceles», expresó el diputado Reyes, durante  su intervención. De igual forma, a pesar de reconocer la efectividad en las mejoras de seguridad del país, repitió el mismo discurso que ha mantenido la oposición para tratar de justificar su rechazo a la medida: «hay realidades en nuestro país actualmente que no podemos negar, la primera es que sí existe una percepción de seguridad, pero a qué costo es la pregunta siempre». Desde la implementación del Régimen de Excepción el pasado marzo de 2022, se ha logrado la captura de decenas de miles de terroristas, mejorado la percepción de seguridad y la calidad de vida de los salvadoreños, además de posicionar a El Salvador como un referente internacional en combate contra el crimen organizado. ",2024-01-11 10:47:00,https://ultimahora.sv/diputado-de-arena-amenaza-con-prision-a-funcionarios-del-gobierno/,Clase política,Última Hora SV,Web Page
Redacción UH,Alexia Rivas: Si la oposición quiere combatir la corrupción que den el ejemplo,"Esta mañana, durante una entrevista, la diputada Alexia Rivas, señaló que si los partidos de oposición desean combatir la corrupción, deben comenzar por expulsar a aquellos miembros y dirigentes implicados en actos corruptos. «Si los partidos de oposición quieren combatir la corrupción, que empiecen dando el ejemplo y expulsen a sus dirigentes y exdiputados», aseveró Rivas. De igual forma, hizo mención de algunos de los procesos que enfrentar miembros de la oposición como: Eugenio Chicas acusado de Enriquecimiento Ilícito, Schafick Handal vinculado al tema de sobresueldos y ONG fachada, e incluso el caso del expresidente Alfredo Cristiani. ",2024-01-11 10:00:00,https://ultimahora.sv/alexia-rivas-si-la-oposicion-quiere-combatir-la-corrupcion-que-den-el-ejemplo/,Clase política,Última Hora SV,Web Page
Redacción UH,"80% de los salvadoreños confía en un futuro prometedor para el país, según la UCA","La investigación del Iudop de la UCA sobre la situación de El Salvador al finalizar 2023 indicó que casi 8 de cada 10 (79.9%) ciudadanos tienen esperanza en el futuro del país. El 5.2% se mantiene indeciso entre esperanza y temor, y el 15% manifestó sentir temor. Respecto a la percepción sobre la delincuencia, el 54.8% de los encuestados cree que disminuirá, mientras que el 28.7% opina que se mantendrá igual y el 5% anticipa un aumento. En cuanto a la economía familiar, el 44.2% confía en que mejorará, mientras que el 38.9% no expresó una opinión. Cabe destacar que el año pasado El Salvador cerró el 2023 como uno de los años más seguros en la historia a través de la implementación de estrategias de seguridad como el Régimen de Excepción y el Plan Control Territorial lo cual ha permitido devolverles la paz a los salvadoreños. ",2024-01-11 08:57:00,https://ultimahora.sv/80-de-los-salvadorenos-confia-en-un-futuro-prometedor-para-el-pais-segun-la-uca/,Lo últimoportada,Última Hora SV,Web Page
